,Index Number,Name,Address,Project Status,Occupancy Year,Operator,URL,Geom,Local Area,unit_count,unit_category,unit_detail
1739,162,,3274 Findlay St,Completed,1988,Trout Lake Co-op Housing Association,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=162,POINT (-123.06738984 49.25527408),Kensington-Cedar Cottage,1,Clientele,Other
1740,166,,2250 Fraser St,Completed,1984,Emma G. Co-op Housing Association,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=166,POINT (-123.08876201 49.26456896),Mount Pleasant,4,Clientele,Other
1741,167,,551 E Georgia St,Completed,1979,Vancouver Chinese Kung Kao Foundation,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=167,POINT (-123.09201049 49.27867931),Strathcona,1,Clientele,Other
1742,169,,1529 W 71st Ave,Completed,1985,David Wetherow Co-op Housing Association,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=169,POINT (-123.14167259 49.20734942),Marpole,15,Clientele,Other
1744,173,,8450 Portside Dr,Completed,1988,Riverside Landing Co-op Housing Association,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=173,POINT (-123.06053178 49.2067025),Victoria-Fraserview,6,Clientele,Other
1746,179,,1750 Grant St,Completed,1981,Vancouver East Co-op Housing Association,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=179,POINT (-123.06848813 49.27102079),Grandview-Woodland,5,Clientele,Other
1747,180,,1090 Granville St,Completed,1991,McLaren Housing Society of BC,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=180,POINT (-123.1241591 49.27810547),Downtown,32,Clientele,Other
1749,191,,1661 Frances St,Completed,1989,Coast Mental Health,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=191,POINT (-123.07120717 49.27964586),Grandview-Woodland,34,Clientele,Other
1750,194,,2518 E Hastings St,Completed,1992,Entre Nous Femmes Housing Society,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=194,POINT (-123.05409967 49.28088658),Hastings-Sunrise,4,Clientele,Other
1751,195,,3080 Heather St,Completed,1986,Societe d'Habitation La Verendrye,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=195,POINT (-123.11942972 49.2576848),Fairview,1,Clientele,Other
1752,197,,1099 Richards Street,Completed,2016,The 127 Society for Housing,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=197,POINT (-123.12269367 49.27725478),Downtown,131,Clientele,Other
1753,203,,5233 Joyce St,Completed,1970,Columbus Charities,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=203,POINT (-123.03307907 49.23748176),Renfrew-Collingwood,1,Clientele,Other
1756,207,,5075 Boundary Rd,Completed,1993,Lu'Ma Native Housing Society,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=207,POINT (-123.02402887 49.23848485),Renfrew-Collingwood,4,Clientele,Other
1759,212,,2898 Kingsway,Completed,1987,Dundee Court Co-op Housing Association,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=212,POINT (-123.04678992 49.23580848),Renfrew-Collingwood,4,Clientele,Other
1760,213,,3090 Kingsway,Completed,1987,Synala Co-op Housing Association,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=213,POINT (-123.04054032 49.23510381),Renfrew-Collingwood,4,Clientele,Other
1762,216,,1475 Kitchener St,Completed,1982,Lu'Ma Native Housing Society,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=216,POINT (-123.07429154 49.27241953),Grandview-Woodland,7,Clientele,Other
1765,227,,2424 Maple St,Completed,1984,Phoenix Court Co-op Housing Association,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=227,POINT (-123.15003674 49.26442777),Kitsilano,13,Clientele,Other
1766,232,,8695 SW Marine Dr,Completed,1986,Marpole Terrace Co-op Housing Association,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=232,POINT (-123.14269428 49.20753063),Marpole,6,Clientele,Other
1768,246,,1455 Napier St,Completed,1980,Grandview Co-op Housing Association,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=246,POINT (-123.07485783 49.27517909),Grandview-Woodland,7,Clientele,Other
1772,260,,3621 W 4th Ave,Completed,1993,Hellenic Housing Society of BC,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=260,POINT (-123.18453011 49.26885935),Kitsilano,2,Clientele,Other
1774,263,,1763 E Pender St,Completed,1985,Leveller's Co-op Housing Association,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=263,POINT (-123.06880418 49.28051041),Grandview-Woodland,7,Clientele,Other
1775,264,,1823 E Pender St,Completed,1989,BC Indigenous Housing Society,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=264,POINT (-123.0673884 49.28050551),Grandview-Woodland,3,Clientele,Other
1776,268,,3306 E 5th Ave / 3350 E 5th Ave,Completed,1992,Hopehill,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=268,POINT (-123.03206317 49.26534752),Hastings-Sunrise,1,Clientele,Other
1778,272,,43 Powell St,Completed,1983,Affordable Housing Societies,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=272,POINT (-123.10320433 49.28340214),Downtown,84,Clientele,Other
1779,273,,101 Powell St,Completed,1986,Affordable Housing Societies,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=273,POINT (-123.10189962 49.28346017),Downtown,85,Clientele,Other
1781,277,,333 Powell St,Completed,1990,The Bloom Group,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=277,POINT (-123.09696743 49.28339069),Strathcona,24,Clientele,Other
1784,287,,5250 Rupert St,Completed,1987,Alberni Co-op Housing Association,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=287,POINT (-123.04097739 49.2365991),Renfrew-Collingwood,10,Clientele,Other
1786,310,,2431 Vine St,Completed,1979,Kiwassa Housing Society,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=310,POINT (-123.15791342 49.26419383),Kitsilano,1,Clientele,Other
1788,318,,3460 Yukon St,Completed,1984,Community Living Society,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=318,POINT (-123.11214974 49.25417327),Riley Park,5,Clientele,Other
1789,324,,3691 Vanness Ave,Completed,1996,New Chelsea Society,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=324,POINT (-123.02406143 49.23533146),Renfrew-Collingwood,2,Clientele,Other
1791,332,,1818 E Pender St,Completed,1996,Lu'Ma Native Housing Society,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=332,POINT (-123.06765123 49.2799856),Grandview-Woodland,10,Clientele,Other
1792,333,,1975 E 12th Ave,Completed,1995,YWCA Vancouver,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=333,POINT (-123.06448489 49.25978589),Kensington-Cedar Cottage,28,Clientele,Other
1793,336,,1267 Marinaside Cres,Completed,1998,Roundhouse Co-op Housing Association,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=336,POINT (-123.12091871 49.27286767),Downtown,14,Clientele,Other
1794,339,,2938 Laurel St,Completed,1999,St. George's Place Housing Society,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=339,POINT (-123.12400793 49.25893455),Fairview,9,Clientele,Other
1795,342,,100 E Cordova St,Completed,2001,Bridge Housing Society for Women,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=342,POINT (-123.10198466 49.28207257),Downtown,36,Clientele,Other
1796,343,,1538 E 22nd Ave,Completed,1995,Coast Mental Health,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=343,POINT (-123.07283614 49.25015825),Kensington-Cedar Cottage,20,Clientele,Other
1797,344,,377 Powell  St,Completed,2002,The Bloom Group,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=344,POINT (-123.09593061 49.2833689),Strathcona,31,Clientele,Other
1798,347,,599 Nicola St,Completed,1998,Coal Harbour Co-op Housing Association,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=347,POINT (-123.12895356 49.29092964),Downtown,12,Clientele,Other
1799,351,,716 Smithe St,Completed,1993,City of Vancouver,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=351,POINT (-123.12192808 49.28036768),Downtown,41,Clientele,Other
1801,369,,5650 Oak St,Completed,1997,Vancouver Resource Society for the Physically Disabled,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=369,POINT (-123.1276119 49.23471513),South Cambie,6,Clientele,Other
1802,374,,368 E Cordova St,Completed,1998,The Bloom Group,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=374,POINT (-123.09614857 49.28195691),Strathcona,66,Clientele,Other
1803,375,,1041 Comox St,Completed,1998,Wings Housing Society,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=375,POINT (-123.12781211 49.28133297),West End,27,Clientele,Other
1804,378,,3278 Vanness  Ave,Completed,2000,Affordable Housing Societies,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=378,POINT (-123.03529409 49.23940019),Renfrew-Collingwood,9,Clientele,Other
1806,387,,520 W 7th Ave,Completed,2001,Brightside Community Homes Foundation,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=387,POINT (-123.11567548 49.26473908),Fairview,49,Clientele,Other
1807,388,,361 Heatley Ave,Completed,2002,Union Gospel Mission,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=388,POINT (-123.08987395 49.28146285),Strathcona,81,Clientele,Other
1808,390,,1265 Granville St,Completed,2002,More Than a Roof Housing Society,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=390,POINT (-123.12765023 49.27658027),Downtown,63,Clientele,Other
1809,392,,1114 Comox St,Completed,2001,Mole Hill Community Housing Society,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=392,POINT (-123.12980301 49.28188437),West End,8,Clientele,Other
1811,395,,3501 Euclid Ave,Completed,2001,Collingwood Village Co-op Housing Association,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=395,POINT (-123.02973841 49.23530774),Renfrew-Collingwood,7,Clientele,Other
1812,396,,2111 Triumph St,Completed,2001,Sanford Housing Society,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=396,POINT (-123.06142628 49.28415864),Grandview-Woodland,15,Clientele,Other
1813,406,,1857 Venables St,Completed,1980,Vancouver East Co-op Housing Association,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=406,POINT (-123.06689398 49.2768758),Grandview-Woodland,1,Clientele,Other
1817,418,,1136 Comox St,Completed,2002,Mole Hill Community Housing Society,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=418,POINT (-123.13029419 49.28220254),West End,5,Clientele,Other
1818,419,,1140 Comox St,Completed,2001,Mole Hill Community Housing Society,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=419,POINT (-123.13039241 49.28226616),West End,4,Clientele,Other
1819,421,,1127 Pendrell St,Completed,2002,Mole Hill Community Housing Society,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=421,POINT (-123.13048215 49.2816923),West End,6,Clientele,Other
1820,428,,1110 Bute St,Completed,2003,Mole Hill Community Housing Society,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=428,POINT (-123.1316637 49.28264692),West End,5,Clientele,Other
1821,429,,1122 Bute St,Completed,2003,Mole Hill Community Housing Society,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=429,POINT (-123.1318566 49.28251929),West End,7,Clientele,Other
1822,430,,1173 Pendrell St,Completed,2003,Mole Hill Community Housing Society,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=430,POINT (-123.13102235 49.28204219),West End,7,Clientele,Other
1823,433,,1159 Pendrell St,Completed,2003,Mole Hill Community Housing Society,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=433,POINT (-123.13126811 49.2822013),West End,5,Clientele,Other
1824,435,,1147 Pendrell St,Completed,2003,Mole Hill Community Housing Society,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=435,POINT (-123.13048215 49.2816923),West End,6,Clientele,Other
1825,436,,1145 Pendrell St,Completed,2003,Mole Hill Community Housing Society,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=436,POINT (-123.13102235 49.28204219),West End,4,Clientele,Other
1826,437,,1103 Pendrell St,Completed,2003,Mole Hill Community Housing Society,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=437,POINT (-123.13017846 49.2814957),West End,5,Clientele,Other
1827,439,,1113 Thurlow St,Completed,2003,Mole Hill Community Housing Society,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=439,POINT (-123.13008838 49.28137398),West End,2,Clientele,Other
1828,453,,1129 Pendrell St,Completed,2002,Mole Hill Community Housing Society,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=453,POINT (-123.1306738 49.28181043),West End,5,Clientele,Other
1830,457,,1005 Station St,Completed,2010,PHS Community Services Society,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=457,POINT (-123.09948683 49.2756775),Strathcona,80,Clientele,Other
1833,465,,412 Carrall St,Completed,2008,PHS Community Services Society,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=465,POINT (-123.10415244 49.28111646),Downtown,44,Clientele,Other
1834,469,,5616 Fraser St,Completed,2007,Raincity Housing and Support Society,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=469,POINT (-123.09015786 49.23369272),Kensington-Cedar Cottage,30,Clientele,Other
1836,486,,1424 Comox St,Completed,1977,BC Housing,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=486,POINT (-123.13496572 49.28521426),West End,6,Clientele,Other
1837,489,,1962 W 1st Ave,Completed,2002,Coast Mental Health,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=489,POINT (-123.1493369 49.27045637),Kitsilano,20,Clientele,Other
1838,495,,788 Richards St,Completed,2008,Coast Mental Health,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=495,POINT (-123.11719475 49.28033403),Downtown,45,Clientele,Other
1841,526,,230 Jackson Ave,Completed,2007,Jackson Ave Co-op Hsg Assoc,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=526,POINT (-123.09310787 49.28241323),Strathcona,19,Clientele,Other
1845,555,,261 - 265 E Hastings St,Completed,2009,Lookout Housing and Health Society,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=555,POINT (-123.09808091 49.28159904),Strathcona,48,Clientele,Other
1846,563,,512 E Cordova St,Completed,2007,Lookout Housing and Health Society,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=563,POINT (-123.09301216 49.28189653),Strathcona,24,Clientele,Other
1847,594,,1249 Howe St,Completed,2013,McLaren Housing Society of BC,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=594,POINT (-123.12818713 49.27749639),Downtown,100,Clientele,Other
1848,635,,110 Water St,Completed,2008,Atira Property Management Inc.,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=635,POINT (-123.10701237 49.28363745),Downtown,95,Clientele,Other
1849,639,,31 W Pender St,Completed,2012,BC Indigenous Housing Society,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=639,POINT (-123.10604961 49.28108145),Downtown,24,Clientele,Other
1850,641,,401 Powell St,Completed,2008,Atira Women’s Resource Society,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=641,POINT (-123.09506057 49.28335605),Strathcona,29,Clientele,Other
1851,642,,307 - 315 Carrall St,Completed,2009,PHS Community Services Society,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=642,POINT (-123.10460555 49.28223732),Downtown,21,Clientele,Other
1852,646,,1134 Burrard St,Completed,2014,Kettle Society,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=646,POINT (-123.12780362 49.27956687),Downtown,141,Clientele,Other
1853,650,,375 Princess Av,Completed,2009,PHS Community Services Society,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=650,POINT (-123.09168097 49.28148382),Strathcona,44,Clientele,Other
1854,658,,601 E Hastings St,Completed,2011,Union Gospel Mission,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=658,POINT (-123.09108 49.28147049),Strathcona,37,Clientele,Other
1855,671,,525 Abbott St,Completed,2011,Atira Women’s Resource Society,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=671,POINT (-123.1081018 49.28083259),Downtown,96,Clientele,Other
1856,672,,429 - 433 W Pender St,Completed,2007,PHS Community Services Society,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=672,POINT (-123.11218735 49.28326902),Downtown,50,Clientele,Other
1857,673,,518 Richards,Completed,2007,Atira Women’s Resource Society,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=673,POINT (-123.1132548 49.28278806),Downtown,150,Clientele,Other
1858,676,,1338 Seymour St,Completed,2011,More Than a Roof Housing Society,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=676,POINT (-123.12699714 49.27495648),Downtown,105,Clientele,Other
1859,677,,1475 - 1495 Kingsway,Completed,2007,Helping Spirit Lodge Society,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=677,POINT (-123.07371806 49.24966055),Kensington-Cedar Cottage,36,Clientele,Other
1860,681,,341 Gore Ave,Completed,2007,S.U.C.C.E.S.S.,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=681,POINT (-123.09778996 49.28159583),Strathcona,27,Clientele,Other
1861,684,,166 E Hastings St,Completed,2007,PHS Community Services Society,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=684,POINT (-123.10053555 49.28104596),Downtown,40,Clientele,Other
1863,696,,54 E Cordova St,Completed,2009,Atira Property Management Inc.,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=696,POINT (-123.10296563 49.28207691),Downtown,30,Clientele,Other
